235, [s0.0_00000, s0.0_10000, s0.0_01000, s0.0_00100, s0.0_00010, s0.0_00001, s0.0_11000, s0.0_10100, s0.0_10010, s0.0_10001, s0.0_01100, s0.0_01010, s0.0_01001, s0.0_00110, s0.0_00101, s0.0_00011, s0.0_11100, s0.0_11010, s0.0_11001, s0.0_10110, s0.0_10101, s0.0_10011, s0.0_01110, s0.0_01101, s0.0_01011, s0.0_00111, s0.1_00000, s0.1_10000, s0.1_01000, s0.1_00100, s0.1_00010, s0.1_00001, s0.1_11000, s0.1_10100, s0.1_10010, s0.1_10001, s0.1_01100, s0.1_01010, s0.1_01001, s0.1_00110, s0.1_00101, s0.1_00011, s0.1_11100, s0.1_11010, s0.1_11001, s0.1_10110, s0.1_10101, s0.1_10011, s0.1_01110, s0.1_01101, s0.1_01011, s0.1_00111, s0.2_00000, s0.2_10000, s0.2_01000, s0.2_00100, s0.2_00010, s0.2_00001, s0.2_11000, s0.2_10100, s0.2_10010, s0.2_10001, s0.2_01100, s0.2_01010, s0.2_01001, s0.2_00110, s0.2_00101, s0.2_00011, s0.2_11100, s0.2_11010, s0.2_11001, s0.2_10110, s0.2_10101, s0.2_10011, s0.2_01110, s0.2_01101, s0.2_01011, s0.2_00111, s1.0_00000, s1.0_10000, s1.0_01000, s1.0_00100, s1.0_00010, s1.0_00001, s1.0_11000, s1.0_10100, s1.0_10010, s1.0_10001, s1.0_01100, s1.0_01010, s1.0_01001, s1.0_00110, s1.0_00101, s1.0_00011, s1.0_11100, s1.0_11010, s1.0_11001, s1.0_10110, s1.0_10101, s1.0_10011, s1.0_01110, s1.0_01101, s1.0_01011, s1.0_00111, s1.1_00000, s1.1_10000, s1.1_01000, s1.1_00100, s1.1_00010, s1.1_00001, s1.1_11000, s1.1_10100, s1.1_10010, s1.1_10001, s1.1_01100, s1.1_01010, s1.1_01001, s1.1_00110, s1.1_00101, s1.1_00011, s1.1_11100, s1.1_11010, s1.1_11001, s1.1_10110, s1.1_10101, s1.1_10011, s1.1_01110, s1.1_01101, s1.1_01011, s1.1_00111, s1.2_00000, s1.2_10000, s1.2_01000, s1.2_00100, s1.2_00010, s1.2_00001, s1.2_11000, s1.2_10100, s1.2_10010, s1.2_10001, s1.2_01100, s1.2_01010, s1.2_01001, s1.2_00110, s1.2_00101, s1.2_00011, s1.2_11100, s1.2_11010, s1.2_11001, s1.2_10110, s1.2_10101, s1.2_10011, s1.2_01110, s1.2_01101, s1.2_01011, s1.2_00111, s2.0_00000, s2.0_10000, s2.0_01000, s2.0_00100, s2.0_00010, s2.0_00001, s2.0_11000, s2.0_10100, s2.0_10010, s2.0_10001, s2.0_01100, s2.0_01010, s2.0_01001, s2.0_00110, s2.0_00101, s2.0_00011, s2.0_11100, s2.0_11010, s2.0_11001, s2.0_10110, s2.0_10101, s2.0_10011, s2.0_01110, s2.0_01101, s2.0_01011, s2.0_00111, s2.1_00000, s2.1_10000, s2.1_01000, s2.1_00100, s2.1_00010, s2.1_00001, s2.1_11000, s2.1_10100, s2.1_10010, s2.1_10001, s2.1_01100, s2.1_01010, s2.1_01001, s2.1_00110, s2.1_00101, s2.1_00011, s2.1_11100, s2.1_11010, s2.1_11001, s2.1_10110, s2.1_10101, s2.1_10011, s2.1_01110, s2.1_01101, s2.1_01011, s2.1_00111, s2.2_00000, s2.2_10000, s2.2_01000, s2.2_00100, s2.2_00010, s2.2_00001, s2.2_11000, s2.2_10100, s2.2_10010, s2.2_10001, s2.2_01100, s2.2_01010, s2.2_01001, s2.2_00110, s2.2_00101, s2.2_00011, s2.2_11100, s2.2_11010, s2.2_11001, s2.2_10110, s2.2_10101, s2.2_10011, s2.2_01110, s2.2_01101, s2.2_01011, s2.2_00111, exit]
1, [e1]
10, [North, South, East, West, Sample, Check0, Check1, Check2, Check3, Check4]
3, [Bad, Good, Nothing]

0, []

# Transition function (s,a,s -> p)
6,46,1 -> 0.312393
6,47,0 -> 0.687607
6,47,1 -> 0.312393
6,48,1 -> 0.687607
6,48,0 -> 0.312393
6,49,1 -> 0.687607
6,49,0 -> 0.312393
6,50,1 -> 0.687607
6,50,0 -> 0.312393
6,51,0 -> 0.687607
6,51,1 -> 0.312393
6,52,0 -> 0.606132
6,52,1 -> 0.393868
6,53,0 -> 0.606132
6,53,1 -> 0.393868
6,54,1 -> 0.606132
6,54,0 -> 0.393868
6,55,0 -> 0.606132
6,55,1 -> 0.393868
6,56,0 -> 0.606132
6,56,1 -> 0.393868
6,57,0 -> 0.606132
6,57,1 -> 0.393868
6,58,1 -> 0.606132
6,58,0 -> 0.393868
6,59,0 -> 0.606132
6,59,1 -> 0.393868
6,60,0 -> 0.606132
6,60,1 -> 0.393868
6,61,0 -> 0.606132
6,61,1 -> 0.393868
6,62,1 -> 0.606132
6,62,0 -> 0.393868
6,63,1 -> 0.606132
6,63,0 -> 0.393868
6,64,1 -> 0.606132
6,64,0 -> 0.393868
6,65,0 -> 0.606132
6,65,1 -> 0.393868
6,66,0 -> 0.606132
6,66,1 -> 0.393868
6,67,0 -> 0.606132
6,67,1 -> 0.393868
6,68,1 -> 0.606132
6,68,0 -> 0.393868
6,69,1 -> 0.606132
6,69,0 -> 0.393868
6,70,1 -> 0.606132
6,70,0 -> 0.393868
6,71,0 -> 0.606132
6,71,1 -> 0.393868
6,72,0 -> 0.606132
6,72,1 -> 0.393868
6,73,0 -> 0.606132
6,73,1 -> 0.393868
6,74,1 -> 0.606132
6,74,0 -> 0.393868
6,75,1 -> 0.606132
6,75,0 -> 0.393868
6,76,1 -> 0.606132
6,76,0 -> 0.393868
6,77,0 -> 0.606132
6,77,1 -> 0.393868
6,78,0 -> 1.0
6,78,1 -> 0.0
6,79,0 -> 1.0
6,79,1 -> 0.0
6,80,1 -> 1.0
6,80,0 -> 0.0
6,81,0 -> 1.0
6,81,1 -> 0.0
6,82,0 -> 1.0
6,82,1 -> 0.0
6,83,0 -> 1.0
6,83,1 -> 0.0
6,84,1 -> 1.0
6,84,0 -> 0.0
6,85,0 -> 1.0
6,85,1 -> 0.0
6,86,0 -> 1.0
6,86,1 -> 0.0
6,87,0 -> 1.0
6,87,1 -> 0.0
6,88,1 -> 1.0
6,88,0 -> 0.0
6,89,1 -> 1.0
6,89,0 -> 0.0
6,90,1 -> 1.0
6,90,0 -> 0.0
6,91,0 -> 1.0
6,91,1 -> 0.0
6,92,0 -> 1.0
6,92,1 -> 0.0
6,93,0 -> 1.0
6,93,1 -> 0.0
6,94,1 -> 1.0
6,94,0 -> 0.0
6,95,1 -> 1.0
6,95,0 -> 0.0
6,96,1 -> 1.0
6,96,0 -> 0.0
6,97,0 -> 1.0
6,97,1 -> 0.0
6,98,0 -> 1.0
6,98,1 -> 0.0
6,99,0 -> 1.0
6,99,1 -> 0.0
6,100,1 -> 1.0
6,100,0 -> 0.0
6,101,1 -> 1.0
6,101,0 -> 0.0
6,102,1 -> 1.0
6,102,0 -> 0.0
6,103,0 -> 1.0
6,103,1 -> 0.0
6,104,0 -> 0.75
6,104,1 -> 0.25
6,105,0 -> 0.75
6,105,1 -> 0.25
6,106,1 -> 0.75
6,106,0 -> 0.25
6,107,0 -> 0.75
6,107,1 -> 0.25
6,108,0 -> 0.75
6,108,1 -> 0.25
6,109,0 -> 0.75
6,109,1 -> 0.25
6,110,1 -> 0.75
6,110,0 -> 0.25
6,111,0 -> 0.75
6,111,1 -> 0.25
6,112,0 -> 0.75
6,112,1 -> 0.25
6,113,0 -> 0.75
6,113,1 -> 0.25
6,114,1 -> 0.75
6,114,0 -> 0.25
6,115,1 -> 0.75
6,115,0 -> 0.25
6,116,1 -> 0.75
6,116,0 -> 0.25
6,117,0 -> 0.75
6,117,1 -> 0.25
6,118,0 -> 0.75
6,118,1 -> 0.25
6,119,0 -> 0.75
6,119,1 -> 0.25
6,120,1 -> 0.75
6,120,0 -> 0.25
6,121,1 -> 0.75
6,121,0 -> 0.25
6,122,1 -> 0.75
6,122,0 -> 0.25
6,123,0 -> 0.75
6,123,1 -> 0.25
6,124,0 -> 0.75
6,124,1 -> 0.25
6,125,0 -> 0.75
6,125,1 -> 0.25
6,126,1 -> 0.75
6,126,0 -> 0.25
6,127,1 -> 0.75
6,127,0 -> 0.25
6,128,1 -> 0.75
6,128,0 -> 0.25
6,129,0 -> 0.75
6,129,1 -> 0.25
6,130,0 -> 0.625
6,130,1 -> 0.375
6,131,0 -> 0.625
6,131,1 -> 0.375
6,132,1 -> 0.625
6,132,0 -> 0.375
6,133,0 -> 0.625
6,133,1 -> 0.375
6,134,0 -> 0.625
6,134,1 -> 0.375
6,135,0 -> 0.625
6,135,1 -> 0.375
6,136,1 -> 0.625
6,136,0 -> 0.375
6,137,0 -> 0.625
6,137,1 -> 0.375
6,138,0 -> 0.625
6,138,1 -> 0.375
6,139,0 -> 0.625
6,139,1 -> 0.375
6,140,1 -> 0.625
6,140,0 -> 0.375
6,141,1 -> 0.625
6,141,0 -> 0.375
6,142,1 -> 0.625
6,142,0 -> 0.375
6,143,0 -> 0.625
6,143,1 -> 0.375
6,144,0 -> 0.625
6,144,1 -> 0.375
6,145,0 -> 0.625
6,145,1 -> 0.375
6,146,1 -> 0.625
6,146,0 -> 0.375
6,147,1 -> 0.625
6,147,0 -> 0.375
6,148,1 -> 0.625
6,148,0 -> 0.375
6,149,0 -> 0.625
6,149,1 -> 0.375
6,150,0 -> 0.625
6,150,1 -> 0.375
6,151,0 -> 0.625
6,151,1 -> 0.375
6,152,1 -> 0.625
6,152,0 -> 0.375
6,153,1 -> 0.625
6,153,0 -> 0.375
6,154,1 -> 0.625
6,154,0 -> 0.375
6,155,0 -> 0.625
6,155,1 -> 0.375
6,156,0 -> 0.75
6,156,1 -> 0.25
6,157,0 -> 0.75
6,157,1 -> 0.25
6,158,1 -> 0.75
6,158,0 -> 0.25
6,159,0 -> 0.75
6,159,1 -> 0.25
6,160,0 -> 0.75
6,160,1 -> 0.25
6,161,0 -> 0.75
6,161,1 -> 0.25
6,162,1 -> 0.75
6,162,0 -> 0.25
6,163,0 -> 0.75
6,163,1 -> 0.25
6,164,0 -> 0.75
6,164,1 -> 0.25
6,165,0 -> 0.75
6,165,1 -> 0.25
6,166,1 -> 0.75
6,166,0 -> 0.25
6,167,1 -> 0.75
6,167,0 -> 0.25
6,168,1 -> 0.75
6,168,0 -> 0.25
6,169,0 -> 0.75
6,169,1 -> 0.25
6,170,0 -> 0.75
6,170,1 -> 0.25
6,171,0 -> 0.75
6,171,1 -> 0.25
6,172,1 -> 0.75
6,172,0 -> 0.25
6,173,1 -> 0.75
6,173,0 -> 0.25
6,174,1 -> 0.75
6,174,0 -> 0.25
6,175,0 -> 0.75
6,175,1 -> 0.25
6,176,0 -> 0.75
6,176,1 -> 0.25
6,177,0 -> 0.75
6,177,1 -> 0.25
6,178,1 -> 0.75
6,178,0 -> 0.25
6,179,1 -> 0.75
6,179,0 -> 0.25
6,180,1 -> 0.75
6,180,0 -> 0.25
6,181,0 -> 0.75
6,181,1 -> 0.25
6,182,0 -> 0.687607
6,182,1 -> 0.312393
6,183,0 -> 0.687607
6,183,1 -> 0.312393
6,184,1 -> 0.687607
6,184,0 -> 0.312393
6,185,0 -> 0.687607
6,185,1 -> 0.312393
6,186,0 -> 0.687607
6,186,1 -> 0.312393
6,187,0 -> 0.687607
6,187,1 -> 0.312393
6,188,1 -> 0.687607
6,188,0 -> 0.312393
6,189,0 -> 0.687607
6,189,1 -> 0.312393
6,190,0 -> 0.687607
6,190,1 -> 0.312393
6,191,0 -> 0.687607
6,191,1 -> 0.312393
6,192,1 -> 0.687607
6,192,0 -> 0.312393
6,193,1 -> 0.687607
6,193,0 -> 0.312393
6,194,1 -> 0.687607
6,194,0 -> 0.312393
6,195,0 -> 0.687607
6,195,1 -> 0.312393
6,196,0 -> 0.687607
6,196,1 -> 0.312393
6,197,0 -> 0.687607
6,197,1 -> 0.312393
6,198,1 -> 0.687607
6,198,0 -> 0.312393
6,199,1 -> 0.687607
6,199,0 -> 0.312393
6,200,1 -> 0.687607
6,200,0 -> 0.312393
6,201,0 -> 0.687607
6,201,1 -> 0.312393
6,202,0 -> 0.687607
6,202,1 -> 0.312393
6,203,0 -> 0.687607
6,203,1 -> 0.312393
6,204,1 -> 0.687607
6,204,0 -> 0.312393
6,205,1 -> 0.687607
6,205,0 -> 0.312393
6,206,1 -> 0.687607
6,206,0 -> 0.312393
6,207,0 -> 0.687607
6,207,1 -> 0.312393
6,208,0 -> 0.606132
6,208,1 -> 0.393868
6,209,0 -> 0.606132
6,209,1 -> 0.393868
6,210,1 -> 0.606132
6,210,0 -> 0.393868
6,211,0 -> 0.606132
6,211,1 -> 0.393868
6,212,0 -> 0.606132
6,212,1 -> 0.393868
6,213,0 -> 0.606132
6,213,1 -> 0.393868
6,214,1 -> 0.606132
6,214,0 -> 0.393868
6,215,0 -> 0.606132
6,215,1 -> 0.393868
6,216,0 -> 0.606132
6,216,1 -> 0.393868
6,217,0 -> 0.606132
6,217,1 -> 0.393868
6,218,1 -> 0.606132
6,218,0 -> 0.393868
6,219,1 -> 0.606132
6,219,0 -> 0.393868
6,220,1 -> 0.606132
6,220,0 -> 0.393868
6,221,0 -> 0.606132
6,221,1 -> 0.393868
6,222,0 -> 0.606132
6,222,1 -> 0.393868
6,223,0 -> 0.606132
6,223,1 -> 0.393868
6,224,1 -> 0.606132
6,224,0 -> 0.393868
6,225,1 -> 0.606132
6,225,0 -> 0.393868
6,226,1 -> 0.606132
6,226,0 -> 0.393868
6,227,0 -> 0.606132
6,227,1 -> 0.393868
6,228,0 -> 0.606132
6,228,1 -> 0.393868
6,229,0 -> 0.606132
6,229,1 -> 0.393868
6,230,1 -> 0.606132
6,230,0 -> 0.393868
6,231,1 -> 0.606132
6,231,0 -> 0.393868
6,232,1 -> 0.606132
6,232,0 -> 0.393868
6,233,0 -> 0.606132
6,233,1 -> 0.393868
7,0,0 -> 0.625
7,0,1 -> 0.375
7,1,0 -> 0.625
7,1,1 -> 0.375
7,2,0 -> 0.625
7,2,1 -> 0.375
7,3,1 -> 0.625
7,3,0 -> 0.375
7,4,0 -> 0.625
7,4,1 -> 0.375
7,5,0 -> 0.625
7,5,1 -> 0.375
7,6,0 -> 0.625
7,6,1 -> 0.375
7,7,1 -> 0.625
7,7,0 -> 0.375
7,8,0 -> 0.625
7,8,1 -> 0.375
7,9,0 -> 0.625
7,9,1 -> 0.375
7,10,1 -> 0.625
7,10,0 -> 0.375
7,11,0 -> 0.625
7,11,1 -> 0.375
7,12,0 -> 0.625
7,12,1 -> 0.375
7,13,1 -> 0.625
7,13,0 -> 0.375
7,14,1 -> 0.625
7,14,0 -> 0.375
7,15,0 -> 0.625
7,15,1 -> 0.375
7,16,1 -> 0.625
7,16,0 -> 0.375
7,17,0 -> 0.625
7,17,1 -> 0.375
7,18,0 -> 0.625
7,18,1 -> 0.375
7,19,1 -> 0.625
7,19,0 -> 0.375
7,20,1 -> 0.625
7,20,0 -> 0.375
7,21,0 -> 0.625
7,21,1 -> 0.375
7,22,1 -> 0.625
7,22,0 -> 0.375
7,23,1 -> 0.625
7,23,0 -> 0.375
7,24,0 -> 0.625
7,24,1 -> 0.375
7,25,1 -> 0.625
7,25,0 -> 0.375
7,26,0 -> 0.75
7,26,1 -> 0.25
7,27,0 -> 0.75
7,27,1 -> 0.25
7,28,0 -> 0.75
7,28,1 -> 0.25
7,29,1 -> 0.75
7,29,0 -> 0.25
7,30,0 -> 0.75
7,30,1 -> 0.25
7,31,0 -> 0.75
7,31,1 -> 0.25
7,32,0 -> 0.75
7,32,1 -> 0.25
7,33,1 -> 0.75
7,33,0 -> 0.25
7,34,0 -> 0.75
7,34,1 -> 0.25
7,35,0 -> 0.75
7,35,1 -> 0.25
7,36,1 -> 0.75
7,36,0 -> 0.25
7,37,0 -> 0.75
7,37,1 -> 0.25
7,38,0 -> 0.75
7,38,1 -> 0.25
7,39,1 -> 0.75
7,39,0 -> 0.25
7,40,1 -> 0.75
7,40,0 -> 0.25
7,41,0 -> 0.75
7,41,1 -> 0.25
7,42,1 -> 0.75
7,42,0 -> 0.25
7,43,0 -> 0.75
7,43,1 -> 0.25
7,44,0 -> 0.75
7,44,1 -> 0.25
7,45,1 -> 0.75
7,45,0 -> 0.25
7,46,1 -> 0.75
7,46,0 -> 0.25
7,47,0 -> 0.75
7,47,1 -> 0.25
7,48,1 -> 0.75
7,48,0 -> 0.25
7,49,1 -> 0.75
7,49,0 -> 0.25
7,50,0 -> 0.75
7,50,1 -> 0.25
7,51,1 -> 0.75
7,51,0 -> 0.25
7,52,0 -> 1.0
7,52,1 -> 0.0
7,53,0 -> 1.0
7,53,1 -> 0.0
7,54,0 -> 1.0
7,54,1 -> 0.0
7,55,1 -> 1.0
7,55,0 -> 0.0
7,56,0 -> 1.0
7,56,1 -> 0.0
7,57,0 -> 1.0
7,57,1 -> 0.0
7,58,0 -> 1.0
7,58,1 -> 0.0
7,59,1 -> 1.0
7,59,0 -> 0.0
7,60,0 -> 1.0
7,60,1 -> 0.0
7,61,0 -> 1.0
7,61,1 -> 0.0
7,62,1 -> 1.0
7,62,0 -> 0.0
7,63,0 -> 1.0
7,63,1 -> 0.0
7,64,0 -> 1.0
7,64,1 -> 0.0
7,65,1 -> 1.0
7,65,0 -> 0.0
7,66,1 -> 1.0
7,66,0 -> 0.0
7,67,0 -> 1.0
7,67,1 -> 0.0
7,68,1 -> 1.0
7,68,0 -> 0.0
7,69,0 -> 1.0
7,69,1 -> 0.0
7,70,0 -> 1.0
7,70,1 -> 0.0
7,71,1 -> 1.0
7,71,0 -> 0.0
7,72,1 -> 1.0
7,72,0 -> 0.0
7,73,0 -> 1.0
7,73,1 -> 0.0
7,74,1 -> 1.0
7,74,0 -> 0.0
7,75,1 -> 1.0
7,75,0 -> 0.0
7,76,0 -> 1.0
7,76,1 -> 0.0
7,77,1 -> 1.0
7,77,0 -> 0.0
7,78,0 -> 0.606132
7,78,1 -> 0.393868
7,79,0 -> 0.606132
7,79,1 -> 0.393868
7,80,0 -> 0.606132
7,80,1 -> 0.393868
7,81,1 -> 0.606132
7,81,0 -> 0.393868
7,82,0 -> 0.606132
7,82,1 -> 0.393868
7,83,0 -> 0.606132
7,83,1 -> 0.393868
7,84,0 -> 0.606132
7,84,1 -> 0.393868
7,85,1 -> 0.606132
7,85,0 -> 0.393868
7,86,0 -> 0.606132
7,86,1 -> 0.393868
7,87,0 -> 0.606132
7,87,1 -> 0.393868
7,88,1 -> 0.606132
7,88,0 -> 0.393868
7,89,0 -> 0.606132
7,89,1 -> 0.393868
7,90,0 -> 0.606132
7,90,1 -> 0.393868
7,91,1 -> 0.606132
7,91,0 -> 0.393868
7,92,1 -> 0.606132
7,92,0 -> 0.393868
7,93,0 -> 0.606132
7,93,1 -> 0.393868
7,94,1 -> 0.606132
7,94,0 -> 0.393868
7,95,0 -> 0.606132
7,95,1 -> 0.393868
7,96,0 -> 0.606132
7,96,1 -> 0.393868
7,97,1 -> 0.606132
7,97,0 -> 0.393868
7,98,1 -> 0.606132
7,98,0 -> 0.393868
7,99,0 -> 0.606132
7,99,1 -> 0.393868
7,100,1 -> 0.606132
7,100,0 -> 0.393868
7,101,1 -> 0.606132
7,101,0 -> 0.393868
7,102,0 -> 0.606132
7,102,1 -> 0.393868
7,103,1 -> 0.606132
7,103,0 -> 0.393868
7,104,0 -> 0.687607
7,104,1 -> 0.312393
7,105,0 -> 0.687607
7,105,1 -> 0.312393
7,106,0 -> 0.687607
7,106,1 -> 0.312393
7,107,1 -> 0.687607
7,107,0 -> 0.312393
7,108,0 -> 0.687607
7,108,1 -> 0.312393
7,109,0 -> 0.687607
7,109,1 -> 0.312393
7,110,0 -> 0.687607
7,110,1 -> 0.312393
7,111,1 -> 0.687607
7,111,0 -> 0.312393
7,112,0 -> 0.687607
7,112,1 -> 0.312393
7,113,0 -> 0.687607
7,113,1 -> 0.312393
7,114,1 -> 0.687607
7,114,0 -> 0.312393
7,115,0 -> 0.687607
7,115,1 -> 0.312393
7,116,0 -> 0.687607
7,116,1 -> 0.312393
7,117,1 -> 0.687607
7,117,0 -> 0.312393
7,118,1 -> 0.687607
7,118,0 -> 0.312393
7,119,0 -> 0.687607
7,119,1 -> 0.312393
7,120,1 -> 0.687607
7,120,0 -> 0.312393
7,121,0 -> 0.687607
7,121,1 -> 0.312393
7,122,0 -> 0.687607
7,122,1 -> 0.312393
7,123,1 -> 0.687607
7,123,0 -> 0.312393
7,124,1 -> 0.687607
7,124,0 -> 0.312393
7,125,0 -> 0.687607
7,125,1 -> 0.312393
7,126,1 -> 0.687607
7,126,0 -> 0.312393
7,127,1 -> 0.687607
7,127,0 -> 0.312393
7,128,0 -> 0.687607
7,128,1 -> 0.312393
7,129,1 -> 0.687607
7,129,0 -> 0.312393
7,130,0 -> 0.75
7,130,1 -> 0.25
7,131,0 -> 0.75
7,131,1 -> 0.25
7,132,0 -> 0.75
7,132,1 -> 0.25
7,133,1 -> 0.75
7,133,0 -> 0.25
7,134,0 -> 0.75
7,134,1 -> 0.25
7,135,0 -> 0.75
7,135,1 -> 0.25
7,136,0 -> 0.75
7,136,1 -> 0.25
7,137,1 -> 0.75
7,137,0 -> 0.25
7,138,0 -> 0.75
7,138,1 -> 0.25
7,139,0 -> 0.75
7,139,1 -> 0.25
7,140,1 -> 0.75
7,140,0 -> 0.25
7,141,0 -> 0.75
7,141,1 -> 0.25
7,142,0 -> 0.75
7,142,1 -> 0.25
7,143,1 -> 0.75
7,143,0 -> 0.25
7,144,1 -> 0.75
7,144,0 -> 0.25
7,145,0 -> 0.75
7,145,1 -> 0.25
7,146,1 -> 0.75
7,146,0 -> 0.25
7,147,0 -> 0.75
7,147,1 -> 0.25
7,148,0 -> 0.75
7,148,1 -> 0.25
7,149,1 -> 0.75
7,149,0 -> 0.25
7,150,1 -> 0.75
7,150,0 -> 0.25
7,151,0 -> 0.75
7,151,1 -> 0.25
7,152,1 -> 0.75
7,152,0 -> 0.25
7,153,1 -> 0.75
7,153,0 -> 0.25
7,154,0 -> 0.75
7,154,1 -> 0.25
7,155,1 -> 0.75
7,155,0 -> 0.25
7,156,0 -> 0.570393
7,156,1 -> 0.429607
7,157,0 -> 0.570393
7,157,1 -> 0.429607
7,158,0 -> 0.570393
7,158,1 -> 0.429607
7,159,1 -> 0.570393
7,159,0 -> 0.429607
7,160,0 -> 0.570393
7,160,1 -> 0.429607
7,161,0 -> 0.570393
7,161,1 -> 0.429607
7,162,0 -> 0.570393
7,162,1 -> 0.429607
7,163,1 -> 0.570393
7,163,0 -> 0.429607
7,164,0 -> 0.570393
7,164,1 -> 0.429607
7,165,0 -> 0.570393
7,165,1 -> 0.429607
7,166,1 -> 0.570393
7,166,0 -> 0.429607
7,167,0 -> 0.570393
7,167,1 -> 0.429607
7,168,0 -> 0.570393
7,168,1 -> 0.429607
7,169,1 -> 0.570393
7,169,0 -> 0.429607
7,170,1 -> 0.570393
7,170,0 -> 0.429607
7,171,0 -> 0.570393
7,171,1 -> 0.429607
7,172,1 -> 0.570393
7,172,0 -> 0.429607
7,173,0 -> 0.570393
7,173,1 -> 0.429607
7,174,0 -> 0.570393
7,174,1 -> 0.429607
7,175,1 -> 0.570393
7,175,0 -> 0.429607
7,176,1 -> 0.570393
7,176,0 -> 0.429607
7,177,0 -> 0.570393
7,177,1 -> 0.429607
7,178,1 -> 0.570393
7,178,0 -> 0.429607
7,179,1 -> 0.570393
7,179,0 -> 0.429607
7,180,0 -> 0.570393
7,180,1 -> 0.429607
7,181,1 -> 0.570393
7,181,0 -> 0.429607
7,182,0 -> 0.606132
7,182,1 -> 0.393868
7,183,0 -> 0.606132
7,183,1 -> 0.393868
7,184,0 -> 0.606132
7,184,1 -> 0.393868
7,185,1 -> 0.606132
7,185,0 -> 0.393868
7,186,0 -> 0.606132
7,186,1 -> 0.393868
7,187,0 -> 0.606132
7,187,1 -> 0.393868
7,188,0 -> 0.606132
7,188,1 -> 0.393868
7,189,1 -> 0.606132
7,189,0 -> 0.393868
7,190,0 -> 0.606132
7,190,1 -> 0.393868
7,191,0 -> 0.606132
7,191,1 -> 0.393868
7,192,1 -> 0.606132
7,192,0 -> 0.393868
7,193,0 -> 0.606132
7,193,1 -> 0.393868
7,194,0 -> 0.606132
7,194,1 -> 0.393868
7,195,1 -> 0.606132
7,195,0 -> 0.393868
7,196,1 -> 0.606132
7,196,0 -> 0.393868
7,197,0 -> 0.606132
7,197,1 -> 0.393868
7,198,1 -> 0.606132
7,198,0 -> 0.393868
7,199,0 -> 0.606132
7,199,1 -> 0.393868
7,200,0 -> 0.606132
7,200,1 -> 0.393868
7,201,1 -> 0.606132
7,201,0 -> 0.393868
7,202,1 -> 0.606132
7,202,0 -> 0.393868
7,203,0 -> 0.606132
7,203,1 -> 0.393868
7,204,1 -> 0.606132
7,204,0 -> 0.393868
7,205,1 -> 0.606132
7,205,0 -> 0.393868
7,206,0 -> 0.606132
7,206,1 -> 0.393868
7,207,1 -> 0.606132
7,207,0 -> 0.393868
7,208,0 -> 0.625
7,208,1 -> 0.375
7,209,0 -> 0.625
7,209,1 -> 0.375
7,210,0 -> 0.625
7,210,1 -> 0.375
7,211,1 -> 0.625
7,211,0 -> 0.375
7,212,0 -> 0.625
7,212,1 -> 0.375
7,213,0 -> 0.625
7,213,1 -> 0.375
7,214,0 -> 0.625
7,214,1 -> 0.375
7,215,1 -> 0.625
7,215,0 -> 0.375
7,216,0 -> 0.625
7,216,1 -> 0.375
7,217,0 -> 0.625
7,217,1 -> 0.375
7,218,1 -> 0.625
7,218,0 -> 0.375
7,219,0 -> 0.625
7,219,1 -> 0.375
7,220,0 -> 0.625
7,220,1 -> 0.375
7,221,1 -> 0.625
7,221,0 -> 0.375
7,222,1 -> 0.625
7,222,0 -> 0.375
7,223,0 -> 0.625
7,223,1 -> 0.375
7,224,1 -> 0.625
7,224,0 -> 0.375
7,225,0 -> 0.625
7,225,1 -> 0.375
7,226,0 -> 0.625
7,226,1 -> 0.375
7,227,1 -> 0.625
7,227,0 -> 0.375
7,228,1 -> 0.625
7,228,0 -> 0.375
7,229,0 -> 0.625
7,229,1 -> 0.375
7,230,1 -> 0.625
7,230,0 -> 0.375
7,231,1 -> 0.625
7,231,0 -> 0.375
7,232,0 -> 0.625
7,232,1 -> 0.375
7,233,1 -> 0.625
7,233,0 -> 0.375
8,0,0 -> 0.625
8,0,1 -> 0.375
8,1,0 -> 0.625
8,1,1 -> 0.375
8,2,0 -> 0.625
8,2,1 -> 0.375
8,3,0 -> 0.625
8,3,1 -> 0.375
8,4,1 -> 0.625
8,4,0 -> 0.375
8,5,0 -> 0.625
8,5,1 -> 0.375
8,6,0 -> 0.625
8,6,1 -> 0.375
8,7,0 -> 0.625
8,7,1 -> 0.375
8,8,1 -> 0.625
8,8,0 -> 0.375
8,9,0 -> 0.625
8,9,1 -> 0.375
8,10,0 -> 0.625
8,10,1 -> 0.375
8,11,1 -> 0.625
8,11,0 -> 0.375
8,12,0 -> 0.625
8,12,1 -> 0.375
8,13,1 -> 0.625
8,13,0 -> 0.375
8,14,0 -> 0.625
8,14,1 -> 0.375
8,15,1 -> 0.625
8,15,0 -> 0.375
8,16,0 -> 0.625
8,16,1 -> 0.375
8,17,1 -> 0.625
8,17,0 -> 0.375
8,18,0 -> 0.625
8,18,1 -> 0.375
8,19,1 -> 0.625
8,19,0 -> 0.375
8,20,0 -> 0.625
8,20,1 -> 0.375
8,21,1 -> 0.625
8,21,0 -> 0.375
8,22,1 -> 0.625
8,22,0 -> 0.375
8,23,0 -> 0.625
8,23,1 -> 0.375
8,24,1 -> 0.625
8,24,0 -> 0.375
8,25,1 -> 0.625
8,25,0 -> 0.375
8,26,0 -> 0.606132
8,26,1 -> 0.393868
